name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Portsmouth city, Virginia",30.0,41.0,38.0,05000US51740,51,740,S,Owner,No income or no cash rent,All
"Portsmouth city, Virginia",30.0,41.0,39.0,05000US51740,51,740,D,Owner,No income or no cash rent,<=30% AMI
"Portsmouth city, Virginia",0.0,161.0,40.0,05000US51740,51,740,D,Owner,No income or no cash rent,30.1-50% AMI
"Portsmouth city, Virginia",0.0,161.0,41.0,05000US51740,51,740,D,Owner,No income or no cash rent,50.1-60% AMI
"Portsmouth city, Virginia",0.0,161.0,42.0,05000US51740,51,740,D,Owner,No income or no cash rent,60.1-80% AMI
"Portsmouth city, Virginia",0.0,161.0,43.0,05000US51740,51,740,D,Owner,No income or no cash rent,80.1-95% AMI
"Portsmouth city, Virginia",0.0,161.0,44.0,05000US51740,51,740,D,Owner,No income or no cash rent,>95% AMI
"Portsmouth city, Virginia",14810.0,708.0,45.0,05000US51740,51,740,S,Owner,No housing problems,All
"Portsmouth city, Virginia",175.0,104.0,46.0,05000US51740,51,740,D,Owner,No housing problems,<=30% AMI
"Portsmouth city, Virginia",550.0,173.0,47.0,05000US51740,51,740,D,Owner,No housing problems,30.1-50% AMI
"Portsmouth city, Virginia",555.0,205.0,48.0,05000US51740,51,740,D,Owner,No housing problems,50.1-60% AMI
"Portsmouth city, Virginia",1520.0,367.0,49.0,05000US51740,51,740,D,Owner,No housing problems,60.1-80% AMI
"Portsmouth city, Virginia",1420.0,282.0,50.0,05000US51740,51,740,D,Owner,No housing problems,80.1-95% AMI
"Portsmouth city, Virginia",10590.0,638.0,51.0,05000US51740,51,740,D,Owner,No housing problems,>95% AMI
"Portsmouth city, Virginia",14700.0,906.0,52.0,05000US51740,51,740,S,Renter,All,All
"Portsmouth city, Virginia",70.0,67.0,53.0,05000US51740,51,740,S,Renter,Substandard,All
"Portsmouth city, Virginia",30.0,39.0,54.0,05000US51740,51,740,D,Renter,Substandard,<=30% AMI
"Portsmouth city, Virginia",20.0,34.0,55.0,05000US51740,51,740,D,Renter,Substandard,30.1-50% AMI
"Portsmouth city, Virginia",0.0,161.0,56.0,05000US51740,51,740,D,Renter,Substandard,50.1-60% AMI
"Portsmouth city, Virginia",0.0,161.0,57.0,05000US51740,51,740,D,Renter,Substandard,60.1-80% AMI
"Portsmouth city, Virginia",0.0,161.0,58.0,05000US51740,51,740,D,Renter,Substandard,80.1-95% AMI
"Portsmouth city, Virginia",20.0,38.0,59.0,05000US51740,51,740,D,Renter,Substandard,>95% AMI
"Portsmouth city, Virginia",50.0,84.0,60.0,05000US51740,51,740,S,Renter,Severely overcrowded,All
"Portsmouth city, Virginia",0.0,161.0,61.0,05000US51740,51,740,D,Renter,Severely overcrowded,<=30% AMI
"Portsmouth city, Virginia",0.0,161.0,62.0,05000US51740,51,740,D,Renter,Severely overcrowded,30.1-50% AMI
"Portsmouth city, Virginia",0.0,161.0,63.0,05000US51740,51,740,D,Renter,Severely overcrowded,50.1-60% AMI
"Portsmouth city, Virginia",0.0,161.0,64.0,05000US51740,51,740,D,Renter,Severely overcrowded,60.1-80% AMI
"Portsmouth city, Virginia",0.0,161.0,65.0,05000US51740,51,740,D,Renter,Severely overcrowded,80.1-95% AMI
"Portsmouth city, Virginia",50.0,84.0,66.0,05000US51740,51,740,D,Renter,Severely overcrowded,>95% AMI
"Portsmouth city, Virginia",225.0,134.0,67.0,05000US51740,51,740,S,Renter,Overcrowded,All
"Portsmouth city, Virginia",55.0,75.0,68.0,05000US51740,51,740,D,Renter,Overcrowded,<=30% AMI
"Portsmouth city, Virginia",55.0,56.0,69.0,05000US51740,51,740,D,Renter,Overcrowded,30.1-50% AMI
"Portsmouth city, Virginia",40.0,72.0,70.0,05000US51740,51,740,D,Renter,Overcrowded,50.1-60% AMI
"Portsmouth city, Virginia",20.0,37.0,71.0,05000US51740,51,740,D,Renter,Overcrowded,60.1-80% AMI
"Portsmouth city, Virginia",0.0,161.0,72.0,05000US51740,51,740,D,Renter,Overcrowded,80.1-95% AMI
"Portsmouth city, Virginia",50.0,46.0,73.0,05000US51740,51,740,D,Renter,Overcrowded,>95% AMI
"Portsmouth city, Virginia",3680.0,680.0,74.0,05000US51740,51,740,S,Renter,Severely cost burdened,All
"Portsmouth city, Virginia",2690.0,581.0,75.0,05000US51740,51,740,D,Renter,Severely cost burdened,<=30% AMI
"Portsmouth city, Virginia",935.0,292.0,76.0,05000US51740,51,740,D,Renter,Severely cost burdened,30.1-50% AMI
"Portsmouth city, Virginia",0.0,161.0,77.0,05000US51740,51,740,D,Renter,Severely cost burdened,50.1-60% AMI
"Portsmouth city, Virginia",40.0,47.0,78.0,05000US51740,51,740,D,Renter,Severely cost burdened,60.1-80% AMI
"Portsmouth city, Virginia",15.0,29.0,79.0,05000US51740,51,740,D,Renter,Severely cost burdened,80.1-95% AMI
"Portsmouth city, Virginia",0.0,161.0,80.0,05000US51740,51,740,D,Renter,Severely cost burdened,>95% AMI
"Portsmouth city, Virginia",3195.0,582.0,81.0,05000US51740,51,740,S,Renter,Cost burdened,All
"Portsmouth city, Virginia",355.0,181.0,82.0,05000US51740,51,740,D,Renter,Cost burdened,<=30% AMI
"Portsmouth city, Virginia",1270.0,394.0,83.0,05000US51740,51,740,D,Renter,Cost burdened,30.1-50% AMI
"Portsmouth city, Virginia",575.0,228.0,84.0,05000US51740,51,740,D,Renter,Cost burdened,50.1-60% AMI
"Portsmouth city, Virginia",555.0,256.0,85.0,05000US51740,51,740,D,Renter,Cost burdened,60.1-80% AMI
"Portsmouth city, Virginia",205.0,129.0,86.0,05000US51740,51,740,D,Renter,Cost burdened,80.1-95% AMI
"Portsmouth city, Virginia",240.0,176.0,87.0,05000US51740,51,740,D,Renter,Cost burdened,>95% AMI
"Portsmouth city, Virginia",645.0,209.0,88.0,05000US51740,51,740,S,Renter,No income or no cash rent,All
"Portsmouth city, Virginia",390.0,175.0,89.0,05000US51740,51,740,D,Renter,No income or no cash rent,<=30% AMI
"Portsmouth city, Virginia",55.0,46.0,90.0,05000US51740,51,740,D,Renter,No income or no cash rent,30.1-50% AMI
"Portsmouth city, Virginia",0.0,161.0,91.0,05000US51740,51,740,D,Renter,No income or no cash rent,50.1-60% AMI
"Portsmouth city, Virginia",50.0,53.0,92.0,05000US51740,51,740,D,Renter,No income or no cash rent,60.1-80% AMI
"Portsmouth city, Virginia",60.0,61.0,93.0,05000US51740,51,740,D,Renter,No income or no cash rent,80.1-95% AMI
"Portsmouth city, Virginia",90.0,72.0,94.0,05000US51740,51,740,D,Renter,No income or no cash rent,>95% AMI
"Portsmouth city, Virginia",6840.0,831.0,95.0,05000US51740,51,740,S,Renter,No housing problems,All
"Portsmouth city, Virginia",480.0,190.0,96.0,05000US51740,51,740,D,Renter,No housing problems,<=30% AMI
"Portsmouth city, Virginia",390.0,189.0,97.0,05000US51740,51,740,D,Renter,No housing problems,30.1-50% AMI
"Portsmouth city, Virginia",510.0,258.0,98.0,05000US51740,51,740,D,Renter,No housing problems,50.1-60% AMI
"Portsmouth city, Virginia",1225.0,345.0,99.0,05000US51740,51,740,D,Renter,No housing problems,60.1-80% AMI
"Portsmouth city, Virginia",900.0,330.0,100.0,05000US51740,51,740,D,Renter,No housing problems,80.1-95% AMI
"Portsmouth city, Virginia",3335.0,654.0,101.0,05000US51740,51,740,D,Renter,No housing problems,>95% AMI
