name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Newport News city, Virginia",155.0,133.0,77.0,05000US51700,51,700,D,Renter,Severely cost burdened,50.1-60% AMI
"Newport News city, Virginia",90.0,98.0,78.0,05000US51700,51,700,D,Renter,Severely cost burdened,60.1-80% AMI
"Newport News city, Virginia",25.0,44.0,79.0,05000US51700,51,700,D,Renter,Severely cost burdened,80.1-95% AMI
"Newport News city, Virginia",60.0,59.0,80.0,05000US51700,51,700,D,Renter,Severely cost burdened,>95% AMI
"Newport News city, Virginia",8285.0,904.0,81.0,05000US51700,51,700,S,Renter,Cost burdened,All
"Newport News city, Virginia",795.0,239.0,82.0,05000US51700,51,700,D,Renter,Cost burdened,<=30% AMI
"Newport News city, Virginia",3360.0,618.0,83.0,05000US51700,51,700,D,Renter,Cost burdened,30.1-50% AMI
"Newport News city, Virginia",1500.0,377.0,84.0,05000US51700,51,700,D,Renter,Cost burdened,50.1-60% AMI
"Newport News city, Virginia",1995.0,526.0,85.0,05000US51700,51,700,D,Renter,Cost burdened,60.1-80% AMI
"Newport News city, Virginia",385.0,190.0,86.0,05000US51700,51,700,D,Renter,Cost burdened,80.1-95% AMI
"Newport News city, Virginia",255.0,122.0,87.0,05000US51700,51,700,D,Renter,Cost burdened,>95% AMI
"Newport News city, Virginia",1490.0,318.0,88.0,05000US51700,51,700,S,Renter,No income or no cash rent,All
"Newport News city, Virginia",495.0,210.0,89.0,05000US51700,51,700,D,Renter,No income or no cash rent,<=30% AMI
"Newport News city, Virginia",265.0,133.0,90.0,05000US51700,51,700,D,Renter,No income or no cash rent,30.1-50% AMI
"Newport News city, Virginia",85.0,63.0,91.0,05000US51700,51,700,D,Renter,No income or no cash rent,50.1-60% AMI
"Newport News city, Virginia",135.0,116.0,92.0,05000US51700,51,700,D,Renter,No income or no cash rent,60.1-80% AMI
"Newport News city, Virginia",175.0,96.0,93.0,05000US51700,51,700,D,Renter,No income or no cash rent,80.1-95% AMI
"Newport News city, Virginia",340.0,166.0,94.0,05000US51700,51,700,D,Renter,No income or no cash rent,>95% AMI
"Newport News city, Virginia",16780.0,1276.0,95.0,05000US51700,51,700,S,Renter,No housing problems,All
"Newport News city, Virginia",1385.0,349.0,96.0,05000US51700,51,700,D,Renter,No housing problems,<=30% AMI
"Newport News city, Virginia",730.0,235.0,97.0,05000US51700,51,700,D,Renter,No housing problems,30.1-50% AMI
"Newport News city, Virginia",865.0,299.0,98.0,05000US51700,51,700,D,Renter,No housing problems,50.1-60% AMI
"Newport News city, Virginia",2680.0,650.0,99.0,05000US51700,51,700,D,Renter,No housing problems,60.1-80% AMI
"Newport News city, Virginia",2855.0,595.0,100.0,05000US51700,51,700,D,Renter,No housing problems,80.1-95% AMI
"Newport News city, Virginia",8265.0,1067.0,101.0,05000US51700,51,700,D,Renter,No housing problems,>95% AMI
