name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Waynesboro city, Virginia",0.0,161.0,27.0,05000US51820,51,820,D,Owner,"Non-family, non-elderly",N/A
"Waynesboro city, Virginia",3305.0,546.0,28.0,05000US51820,51,820,S,Renter,All,All
"Waynesboro city, Virginia",215.0,155.0,29.0,05000US51820,51,820,S,Renter,"Small family, elderly",All
"Waynesboro city, Virginia",165.0,151.0,30.0,05000US51820,51,820,D,Renter,"Small family, elderly",No cost burden
"Waynesboro city, Virginia",25.0,44.0,31.0,05000US51820,51,820,D,Renter,"Small family, elderly",Moderate cost burden
"Waynesboro city, Virginia",25.0,45.0,32.0,05000US51820,51,820,D,Renter,"Small family, elderly",Severe cost burden
"Waynesboro city, Virginia",0.0,161.0,33.0,05000US51820,51,820,D,Renter,"Small family, elderly",N/A
"Waynesboro city, Virginia",1040.0,298.0,34.0,05000US51820,51,820,S,Renter,"Small family, non-elderly",All
"Waynesboro city, Virginia",525.0,202.0,35.0,05000US51820,51,820,D,Renter,"Small family, non-elderly",No cost burden
"Waynesboro city, Virginia",250.0,208.0,36.0,05000US51820,51,820,D,Renter,"Small family, non-elderly",Moderate cost burden
"Waynesboro city, Virginia",235.0,138.0,37.0,05000US51820,51,820,D,Renter,"Small family, non-elderly",Severe cost burden
"Waynesboro city, Virginia",30.0,45.0,38.0,05000US51820,51,820,D,Renter,"Small family, non-elderly",N/A
"Waynesboro city, Virginia",305.0,210.0,39.0,05000US51820,51,820,S,Renter,Large family,All
"Waynesboro city, Virginia",80.0,119.0,40.0,05000US51820,51,820,D,Renter,Large family,No cost burden
"Waynesboro city, Virginia",155.0,174.0,41.0,05000US51820,51,820,D,Renter,Large family,Moderate cost burden
"Waynesboro city, Virginia",70.0,64.0,42.0,05000US51820,51,820,D,Renter,Large family,Severe cost burden
"Waynesboro city, Virginia",0.0,161.0,43.0,05000US51820,51,820,D,Renter,Large family,N/A
"Waynesboro city, Virginia",495.0,188.0,44.0,05000US51820,51,820,S,Renter,"Non-family, elderly",All
"Waynesboro city, Virginia",180.0,127.0,45.0,05000US51820,51,820,D,Renter,"Non-family, elderly",No cost burden
"Waynesboro city, Virginia",100.0,111.0,46.0,05000US51820,51,820,D,Renter,"Non-family, elderly",Moderate cost burden
"Waynesboro city, Virginia",220.0,105.0,47.0,05000US51820,51,820,D,Renter,"Non-family, elderly",Severe cost burden
"Waynesboro city, Virginia",0.0,161.0,48.0,05000US51820,51,820,D,Renter,"Non-family, elderly",N/A
"Waynesboro city, Virginia",1250.0,383.0,49.0,05000US51820,51,820,S,Renter,"Non-family, non-elderly",All
"Waynesboro city, Virginia",790.0,300.0,50.0,05000US51820,51,820,D,Renter,"Non-family, non-elderly",No cost burden
"Waynesboro city, Virginia",315.0,204.0,51.0,05000US51820,51,820,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Waynesboro city, Virginia",85.0,83.0,52.0,05000US51820,51,820,D,Renter,"Non-family, non-elderly",Severe cost burden
"Waynesboro city, Virginia",55.0,56.0,53.0,05000US51820,51,820,D,Renter,"Non-family, non-elderly",N/A
