name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Staunton city, Virginia",0.0,161.0,31.0,05000US51790,51,790,D,Renter,"Small family, elderly",Moderate cost burden
"Staunton city, Virginia",25.0,34.0,32.0,05000US51790,51,790,D,Renter,"Small family, elderly",Severe cost burden
"Staunton city, Virginia",0.0,161.0,33.0,05000US51790,51,790,D,Renter,"Small family, elderly",N/A
"Staunton city, Virginia",1540.0,375.0,34.0,05000US51790,51,790,S,Renter,"Small family, non-elderly",All
"Staunton city, Virginia",955.0,290.0,35.0,05000US51790,51,790,D,Renter,"Small family, non-elderly",No cost burden
"Staunton city, Virginia",365.0,194.0,36.0,05000US51790,51,790,D,Renter,"Small family, non-elderly",Moderate cost burden
"Staunton city, Virginia",175.0,133.0,37.0,05000US51790,51,790,D,Renter,"Small family, non-elderly",Severe cost burden
"Staunton city, Virginia",50.0,56.0,38.0,05000US51790,51,790,D,Renter,"Small family, non-elderly",N/A
"Staunton city, Virginia",35.0,38.0,39.0,05000US51790,51,790,S,Renter,Large family,All
"Staunton city, Virginia",20.0,27.0,40.0,05000US51790,51,790,D,Renter,Large family,No cost burden
"Staunton city, Virginia",15.0,31.0,41.0,05000US51790,51,790,D,Renter,Large family,Moderate cost burden
"Staunton city, Virginia",0.0,161.0,42.0,05000US51790,51,790,D,Renter,Large family,Severe cost burden
"Staunton city, Virginia",0.0,161.0,43.0,05000US51790,51,790,D,Renter,Large family,N/A
"Staunton city, Virginia",555.0,172.0,44.0,05000US51790,51,790,S,Renter,"Non-family, elderly",All
"Staunton city, Virginia",290.0,144.0,45.0,05000US51790,51,790,D,Renter,"Non-family, elderly",No cost burden
"Staunton city, Virginia",115.0,75.0,46.0,05000US51790,51,790,D,Renter,"Non-family, elderly",Moderate cost burden
"Staunton city, Virginia",120.0,93.0,47.0,05000US51790,51,790,D,Renter,"Non-family, elderly",Severe cost burden
"Staunton city, Virginia",30.0,37.0,48.0,05000US51790,51,790,D,Renter,"Non-family, elderly",N/A
"Staunton city, Virginia",1685.0,311.0,49.0,05000US51790,51,790,S,Renter,"Non-family, non-elderly",All
"Staunton city, Virginia",620.0,226.0,50.0,05000US51790,51,790,D,Renter,"Non-family, non-elderly",No cost burden
"Staunton city, Virginia",490.0,224.0,51.0,05000US51790,51,790,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Staunton city, Virginia",285.0,175.0,52.0,05000US51790,51,790,D,Renter,"Non-family, non-elderly",Severe cost burden
"Staunton city, Virginia",295.0,164.0,53.0,05000US51790,51,790,D,Renter,"Non-family, non-elderly",N/A
