name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Manassas city, Virginia",300.0,165.0,25.0,05000US51683,51,683,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,26.0,05000US51683,51,683,S,Owner,30.1-50% AMI,N/A,All
"Manassas city, Virginia",0.0,161.0,27.0,05000US51683,51,683,D,Owner,30.1-50% AMI,N/A,substandard
"Manassas city, Virginia",0.0,161.0,28.0,05000US51683,51,683,D,Owner,30.1-50% AMI,N/A,standard
"Manassas city, Virginia",1440.0,282.0,29.0,05000US51683,51,683,S,Owner,50.1-80% AMI,All,All
"Manassas city, Virginia",480.0,158.0,30.0,05000US51683,51,683,S,Owner,50.1-80% AMI,No cost burden,All
"Manassas city, Virginia",0.0,161.0,31.0,05000US51683,51,683,D,Owner,50.1-80% AMI,No cost burden,substandard
"Manassas city, Virginia",480.0,158.0,32.0,05000US51683,51,683,D,Owner,50.1-80% AMI,No cost burden,standard
"Manassas city, Virginia",580.0,190.0,33.0,05000US51683,51,683,S,Owner,50.1-80% AMI,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,34.0,05000US51683,51,683,D,Owner,50.1-80% AMI,Moderate cost burden,substandard
"Manassas city, Virginia",580.0,190.0,35.0,05000US51683,51,683,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Manassas city, Virginia",380.0,174.0,36.0,05000US51683,51,683,S,Owner,50.1-80% AMI,Severe cost burden,All
"Manassas city, Virginia",10.0,22.0,37.0,05000US51683,51,683,D,Owner,50.1-80% AMI,Severe cost burden,substandard
"Manassas city, Virginia",370.0,174.0,38.0,05000US51683,51,683,D,Owner,50.1-80% AMI,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,39.0,05000US51683,51,683,S,Owner,50.1-80% AMI,N/A,All
"Manassas city, Virginia",0.0,161.0,40.0,05000US51683,51,683,D,Owner,50.1-80% AMI,N/A,substandard
"Manassas city, Virginia",0.0,161.0,41.0,05000US51683,51,683,D,Owner,50.1-80% AMI,N/A,standard
"Manassas city, Virginia",840.0,258.0,42.0,05000US51683,51,683,S,Owner,80.1-95% AMI,All,All
"Manassas city, Virginia",535.0,193.0,43.0,05000US51683,51,683,S,Owner,80.1-95% AMI,No cost burden,All
"Manassas city, Virginia",0.0,161.0,44.0,05000US51683,51,683,D,Owner,80.1-95% AMI,No cost burden,substandard
"Manassas city, Virginia",535.0,193.0,45.0,05000US51683,51,683,D,Owner,80.1-95% AMI,No cost burden,standard
"Manassas city, Virginia",270.0,140.0,46.0,05000US51683,51,683,S,Owner,80.1-95% AMI,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,47.0,05000US51683,51,683,D,Owner,80.1-95% AMI,Moderate cost burden,substandard
"Manassas city, Virginia",270.0,140.0,48.0,05000US51683,51,683,D,Owner,80.1-95% AMI,Moderate cost burden,standard
"Manassas city, Virginia",35.0,42.0,49.0,05000US51683,51,683,S,Owner,80.1-95% AMI,Severe cost burden,All
"Manassas city, Virginia",0.0,161.0,50.0,05000US51683,51,683,D,Owner,80.1-95% AMI,Severe cost burden,substandard
"Manassas city, Virginia",35.0,42.0,51.0,05000US51683,51,683,D,Owner,80.1-95% AMI,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,52.0,05000US51683,51,683,S,Owner,80.1-95% AMI,N/A,All
"Manassas city, Virginia",0.0,161.0,53.0,05000US51683,51,683,D,Owner,80.1-95% AMI,N/A,substandard
"Manassas city, Virginia",0.0,161.0,54.0,05000US51683,51,683,D,Owner,80.1-95% AMI,N/A,standard
"Manassas city, Virginia",4880.0,459.0,55.0,05000US51683,51,683,S,Owner,95.1% AMI and above,All,All
"Manassas city, Virginia",4320.0,468.0,56.0,05000US51683,51,683,S,Owner,95.1% AMI and above,No cost burden,All
"Manassas city, Virginia",0.0,161.0,57.0,05000US51683,51,683,D,Owner,95.1% AMI and above,No cost burden,substandard
"Manassas city, Virginia",4320.0,468.0,58.0,05000US51683,51,683,D,Owner,95.1% AMI and above,No cost burden,standard
"Manassas city, Virginia",505.0,248.0,59.0,05000US51683,51,683,S,Owner,95.1% AMI and above,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,60.0,05000US51683,51,683,D,Owner,95.1% AMI and above,Moderate cost burden,substandard
"Manassas city, Virginia",505.0,248.0,61.0,05000US51683,51,683,D,Owner,95.1% AMI and above,Moderate cost burden,standard
"Manassas city, Virginia",55.0,51.0,62.0,05000US51683,51,683,S,Owner,95.1% AMI and above,Severe cost burden,All
"Manassas city, Virginia",0.0,161.0,63.0,05000US51683,51,683,D,Owner,95.1% AMI and above,Severe cost burden,substandard
"Manassas city, Virginia",55.0,51.0,64.0,05000US51683,51,683,D,Owner,95.1% AMI and above,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,65.0,05000US51683,51,683,S,Owner,95.1% AMI and above,N/A,All
"Manassas city, Virginia",0.0,161.0,66.0,05000US51683,51,683,D,Owner,95.1% AMI and above,N/A,substandard
"Manassas city, Virginia",0.0,161.0,67.0,05000US51683,51,683,D,Owner,95.1% AMI and above,N/A,standard
"Manassas city, Virginia",3540.0,487.0,68.0,05000US51683,51,683,S,Renter,All,All,All
"Manassas city, Virginia",885.0,298.0,69.0,05000US51683,51,683,S,Renter,30% AMI or less,All,All
"Manassas city, Virginia",100.0,100.0,70.0,05000US51683,51,683,S,Renter,30% AMI or less,No cost burden,All
"Manassas city, Virginia",0.0,161.0,71.0,05000US51683,51,683,D,Renter,30% AMI or less,No cost burden,substandard
"Manassas city, Virginia",100.0,100.0,72.0,05000US51683,51,683,D,Renter,30% AMI or less,No cost burden,standard
"Manassas city, Virginia",90.0,91.0,73.0,05000US51683,51,683,S,Renter,30% AMI or less,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,74.0,05000US51683,51,683,D,Renter,30% AMI or less,Moderate cost burden,substandard
"Manassas city, Virginia",90.0,91.0,75.0,05000US51683,51,683,D,Renter,30% AMI or less,Moderate cost burden,standard
"Manassas city, Virginia",680.0,249.0,76.0,05000US51683,51,683,S,Renter,30% AMI or less,Severe cost burden,All
"Manassas city, Virginia",0.0,161.0,77.0,05000US51683,51,683,D,Renter,30% AMI or less,Severe cost burden,substandard
"Manassas city, Virginia",680.0,249.0,78.0,05000US51683,51,683,D,Renter,30% AMI or less,Severe cost burden,standard
"Manassas city, Virginia",20.0,33.0,79.0,05000US51683,51,683,S,Renter,30% AMI or less,N/A,All
"Manassas city, Virginia",0.0,161.0,80.0,05000US51683,51,683,D,Renter,30% AMI or less,N/A,substandard
"Manassas city, Virginia",20.0,33.0,81.0,05000US51683,51,683,D,Renter,30% AMI or less,N/A,standard
"Manassas city, Virginia",965.0,311.0,82.0,05000US51683,51,683,S,Renter,30.1-50% AMI,All,All
"Manassas city, Virginia",325.0,216.0,83.0,05000US51683,51,683,S,Renter,30.1-50% AMI,No cost burden,All
"Manassas city, Virginia",0.0,161.0,84.0,05000US51683,51,683,D,Renter,30.1-50% AMI,No cost burden,substandard
"Manassas city, Virginia",325.0,216.0,85.0,05000US51683,51,683,D,Renter,30.1-50% AMI,No cost burden,standard
"Manassas city, Virginia",275.0,164.0,86.0,05000US51683,51,683,S,Renter,30.1-50% AMI,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,87.0,05000US51683,51,683,D,Renter,30.1-50% AMI,Moderate cost burden,substandard
"Manassas city, Virginia",275.0,164.0,88.0,05000US51683,51,683,D,Renter,30.1-50% AMI,Moderate cost burden,standard
"Manassas city, Virginia",360.0,218.0,89.0,05000US51683,51,683,S,Renter,30.1-50% AMI,Severe cost burden,All
"Manassas city, Virginia",0.0,161.0,90.0,05000US51683,51,683,D,Renter,30.1-50% AMI,Severe cost burden,substandard
"Manassas city, Virginia",360.0,218.0,91.0,05000US51683,51,683,D,Renter,30.1-50% AMI,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,92.0,05000US51683,51,683,S,Renter,30.1-50% AMI,N/A,All
"Manassas city, Virginia",0.0,161.0,93.0,05000US51683,51,683,D,Renter,30.1-50% AMI,N/A,substandard
"Manassas city, Virginia",0.0,161.0,94.0,05000US51683,51,683,D,Renter,30.1-50% AMI,N/A,standard
"Manassas city, Virginia",955.0,311.0,95.0,05000US51683,51,683,S,Renter,50.1-80% AMI,All,All
"Manassas city, Virginia",505.0,232.0,96.0,05000US51683,51,683,S,Renter,50.1-80% AMI,No cost burden,All
"Manassas city, Virginia",0.0,161.0,97.0,05000US51683,51,683,D,Renter,50.1-80% AMI,No cost burden,substandard
"Manassas city, Virginia",505.0,232.0,98.0,05000US51683,51,683,D,Renter,50.1-80% AMI,No cost burden,standard
"Manassas city, Virginia",425.0,196.0,99.0,05000US51683,51,683,S,Renter,50.1-80% AMI,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,100.0,05000US51683,51,683,D,Renter,50.1-80% AMI,Moderate cost burden,substandard
"Manassas city, Virginia",425.0,196.0,101.0,05000US51683,51,683,D,Renter,50.1-80% AMI,Moderate cost burden,standard
"Manassas city, Virginia",25.0,45.0,102.0,05000US51683,51,683,S,Renter,50.1-80% AMI,Severe cost burden,All
"Manassas city, Virginia",0.0,161.0,103.0,05000US51683,51,683,D,Renter,50.1-80% AMI,Severe cost burden,substandard
"Manassas city, Virginia",25.0,45.0,104.0,05000US51683,51,683,D,Renter,50.1-80% AMI,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,105.0,05000US51683,51,683,S,Renter,50.1-80% AMI,N/A,All
"Manassas city, Virginia",0.0,161.0,106.0,05000US51683,51,683,D,Renter,50.1-80% AMI,N/A,substandard
"Manassas city, Virginia",0.0,161.0,107.0,05000US51683,51,683,D,Renter,50.1-80% AMI,N/A,standard
"Manassas city, Virginia",195.0,126.0,108.0,05000US51683,51,683,S,Renter,80.1-95% AMI,All,All
"Manassas city, Virginia",185.0,121.0,109.0,05000US51683,51,683,S,Renter,80.1-95% AMI,No cost burden,All
"Manassas city, Virginia",0.0,161.0,110.0,05000US51683,51,683,D,Renter,80.1-95% AMI,No cost burden,substandard
"Manassas city, Virginia",185.0,121.0,111.0,05000US51683,51,683,D,Renter,80.1-95% AMI,No cost burden,standard
"Manassas city, Virginia",10.0,21.0,112.0,05000US51683,51,683,S,Renter,80.1-95% AMI,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,113.0,05000US51683,51,683,D,Renter,80.1-95% AMI,Moderate cost burden,substandard
"Manassas city, Virginia",10.0,21.0,114.0,05000US51683,51,683,D,Renter,80.1-95% AMI,Moderate cost burden,standard
"Manassas city, Virginia",0.0,161.0,115.0,05000US51683,51,683,S,Renter,80.1-95% AMI,Severe cost burden,All
"Manassas city, Virginia",0.0,161.0,116.0,05000US51683,51,683,D,Renter,80.1-95% AMI,Severe cost burden,substandard
"Manassas city, Virginia",0.0,161.0,117.0,05000US51683,51,683,D,Renter,80.1-95% AMI,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,118.0,05000US51683,51,683,S,Renter,80.1-95% AMI,N/A,All
"Manassas city, Virginia",0.0,161.0,119.0,05000US51683,51,683,D,Renter,80.1-95% AMI,N/A,substandard
"Manassas city, Virginia",0.0,161.0,120.0,05000US51683,51,683,D,Renter,80.1-95% AMI,N/A,standard
"Manassas city, Virginia",540.0,205.0,121.0,05000US51683,51,683,S,Renter,95.1% AMI and above,All,All
"Manassas city, Virginia",540.0,205.0,122.0,05000US51683,51,683,S,Renter,95.1% AMI and above,No cost burden,All
"Manassas city, Virginia",0.0,161.0,123.0,05000US51683,51,683,D,Renter,95.1% AMI and above,No cost burden,substandard
"Manassas city, Virginia",540.0,205.0,124.0,05000US51683,51,683,D,Renter,95.1% AMI and above,No cost burden,standard
"Manassas city, Virginia",0.0,161.0,125.0,05000US51683,51,683,S,Renter,95.1% AMI and above,Moderate cost burden,All
"Manassas city, Virginia",0.0,161.0,126.0,05000US51683,51,683,D,Renter,95.1% AMI and above,Moderate cost burden,substandard
"Manassas city, Virginia",0.0,161.0,127.0,05000US51683,51,683,D,Renter,95.1% AMI and above,Moderate cost burden,standard
"Manassas city, Virginia",0.0,161.0,128.0,05000US51683,51,683,S,Renter,95.1% AMI and above,Severe cost burden,All
"Manassas city, Virginia",0.0,161.0,129.0,05000US51683,51,683,D,Renter,95.1% AMI and above,Severe cost burden,substandard
"Manassas city, Virginia",0.0,161.0,130.0,05000US51683,51,683,D,Renter,95.1% AMI and above,Severe cost burden,standard
"Manassas city, Virginia",0.0,161.0,131.0,05000US51683,51,683,S,Renter,95.1% AMI and above,N/A,All
"Manassas city, Virginia",0.0,161.0,132.0,05000US51683,51,683,D,Renter,95.1% AMI and above,N/A,substandard
"Manassas city, Virginia",0.0,161.0,133.0,05000US51683,51,683,D,Renter,95.1% AMI and above,N/A,standard
