name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Fairfax city, Virginia",450.0,172.0,35.0,05000US51600,51,600,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Fairfax city, Virginia",50.0,58.0,36.0,05000US51600,51,600,S,Owner,50.1-80% AMI,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,37.0,05000US51600,51,600,D,Owner,50.1-80% AMI,Severe cost burden,substandard
"Fairfax city, Virginia",50.0,58.0,38.0,05000US51600,51,600,D,Owner,50.1-80% AMI,Severe cost burden,standard
"Fairfax city, Virginia",0.0,161.0,39.0,05000US51600,51,600,S,Owner,50.1-80% AMI,N/A,All
"Fairfax city, Virginia",0.0,161.0,40.0,05000US51600,51,600,D,Owner,50.1-80% AMI,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,41.0,05000US51600,51,600,D,Owner,50.1-80% AMI,N/A,standard
"Fairfax city, Virginia",585.0,188.0,42.0,05000US51600,51,600,S,Owner,80.1-95% AMI,All,All
"Fairfax city, Virginia",290.0,122.0,43.0,05000US51600,51,600,S,Owner,80.1-95% AMI,No cost burden,All
"Fairfax city, Virginia",0.0,161.0,44.0,05000US51600,51,600,D,Owner,80.1-95% AMI,No cost burden,substandard
"Fairfax city, Virginia",290.0,122.0,45.0,05000US51600,51,600,D,Owner,80.1-95% AMI,No cost burden,standard
"Fairfax city, Virginia",215.0,109.0,46.0,05000US51600,51,600,S,Owner,80.1-95% AMI,Moderate cost burden,All
"Fairfax city, Virginia",0.0,161.0,47.0,05000US51600,51,600,D,Owner,80.1-95% AMI,Moderate cost burden,substandard
"Fairfax city, Virginia",215.0,109.0,48.0,05000US51600,51,600,D,Owner,80.1-95% AMI,Moderate cost burden,standard
"Fairfax city, Virginia",80.0,68.0,49.0,05000US51600,51,600,S,Owner,80.1-95% AMI,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,50.0,05000US51600,51,600,D,Owner,80.1-95% AMI,Severe cost burden,substandard
"Fairfax city, Virginia",80.0,68.0,51.0,05000US51600,51,600,D,Owner,80.1-95% AMI,Severe cost burden,standard
"Fairfax city, Virginia",0.0,161.0,52.0,05000US51600,51,600,S,Owner,80.1-95% AMI,N/A,All
"Fairfax city, Virginia",0.0,161.0,53.0,05000US51600,51,600,D,Owner,80.1-95% AMI,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,54.0,05000US51600,51,600,D,Owner,80.1-95% AMI,N/A,standard
"Fairfax city, Virginia",4400.0,353.0,55.0,05000US51600,51,600,S,Owner,95.1% AMI and above,All,All
"Fairfax city, Virginia",3600.0,323.0,56.0,05000US51600,51,600,S,Owner,95.1% AMI and above,No cost burden,All
"Fairfax city, Virginia",0.0,161.0,57.0,05000US51600,51,600,D,Owner,95.1% AMI and above,No cost burden,substandard
"Fairfax city, Virginia",3600.0,323.0,58.0,05000US51600,51,600,D,Owner,95.1% AMI and above,No cost burden,standard
"Fairfax city, Virginia",785.0,249.0,59.0,05000US51600,51,600,S,Owner,95.1% AMI and above,Moderate cost burden,All
"Fairfax city, Virginia",0.0,161.0,60.0,05000US51600,51,600,D,Owner,95.1% AMI and above,Moderate cost burden,substandard
"Fairfax city, Virginia",785.0,249.0,61.0,05000US51600,51,600,D,Owner,95.1% AMI and above,Moderate cost burden,standard
"Fairfax city, Virginia",20.0,32.0,62.0,05000US51600,51,600,S,Owner,95.1% AMI and above,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,63.0,05000US51600,51,600,D,Owner,95.1% AMI and above,Severe cost burden,substandard
"Fairfax city, Virginia",20.0,32.0,64.0,05000US51600,51,600,D,Owner,95.1% AMI and above,Severe cost burden,standard
"Fairfax city, Virginia",0.0,161.0,65.0,05000US51600,51,600,S,Owner,95.1% AMI and above,N/A,All
"Fairfax city, Virginia",0.0,161.0,66.0,05000US51600,51,600,D,Owner,95.1% AMI and above,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,67.0,05000US51600,51,600,D,Owner,95.1% AMI and above,N/A,standard
"Fairfax city, Virginia",1945.0,241.0,68.0,05000US51600,51,600,S,Renter,All,All,All
"Fairfax city, Virginia",245.0,120.0,69.0,05000US51600,51,600,S,Renter,30% AMI or less,All,All
"Fairfax city, Virginia",4.0,18.0,70.0,05000US51600,51,600,S,Renter,30% AMI or less,No cost burden,All
"Fairfax city, Virginia",0.0,161.0,71.0,05000US51600,51,600,D,Renter,30% AMI or less,No cost burden,substandard
"Fairfax city, Virginia",4.0,18.0,72.0,05000US51600,51,600,D,Renter,30% AMI or less,No cost burden,standard
"Fairfax city, Virginia",15.0,24.0,73.0,05000US51600,51,600,S,Renter,30% AMI or less,Moderate cost burden,All
"Fairfax city, Virginia",0.0,161.0,74.0,05000US51600,51,600,D,Renter,30% AMI or less,Moderate cost burden,substandard
"Fairfax city, Virginia",15.0,24.0,75.0,05000US51600,51,600,D,Renter,30% AMI or less,Moderate cost burden,standard
"Fairfax city, Virginia",215.0,119.0,76.0,05000US51600,51,600,S,Renter,30% AMI or less,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,77.0,05000US51600,51,600,D,Renter,30% AMI or less,Severe cost burden,substandard
"Fairfax city, Virginia",215.0,119.0,78.0,05000US51600,51,600,D,Renter,30% AMI or less,Severe cost burden,standard
"Fairfax city, Virginia",10.0,17.0,79.0,05000US51600,51,600,S,Renter,30% AMI or less,N/A,All
"Fairfax city, Virginia",10.0,17.0,80.0,05000US51600,51,600,D,Renter,30% AMI or less,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,81.0,05000US51600,51,600,D,Renter,30% AMI or less,N/A,standard
"Fairfax city, Virginia",220.0,110.0,82.0,05000US51600,51,600,S,Renter,30.1-50% AMI,All,All
"Fairfax city, Virginia",35.0,44.0,83.0,05000US51600,51,600,S,Renter,30.1-50% AMI,No cost burden,All
"Fairfax city, Virginia",0.0,161.0,84.0,05000US51600,51,600,D,Renter,30.1-50% AMI,No cost burden,substandard
"Fairfax city, Virginia",35.0,44.0,85.0,05000US51600,51,600,D,Renter,30.1-50% AMI,No cost burden,standard
"Fairfax city, Virginia",55.0,54.0,86.0,05000US51600,51,600,S,Renter,30.1-50% AMI,Moderate cost burden,All
"Fairfax city, Virginia",0.0,161.0,87.0,05000US51600,51,600,D,Renter,30.1-50% AMI,Moderate cost burden,substandard
"Fairfax city, Virginia",55.0,54.0,88.0,05000US51600,51,600,D,Renter,30.1-50% AMI,Moderate cost burden,standard
"Fairfax city, Virginia",130.0,94.0,89.0,05000US51600,51,600,S,Renter,30.1-50% AMI,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,90.0,05000US51600,51,600,D,Renter,30.1-50% AMI,Severe cost burden,substandard
"Fairfax city, Virginia",130.0,94.0,91.0,05000US51600,51,600,D,Renter,30.1-50% AMI,Severe cost burden,standard
"Fairfax city, Virginia",0.0,161.0,92.0,05000US51600,51,600,S,Renter,30.1-50% AMI,N/A,All
"Fairfax city, Virginia",0.0,161.0,93.0,05000US51600,51,600,D,Renter,30.1-50% AMI,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,94.0,05000US51600,51,600,D,Renter,30.1-50% AMI,N/A,standard
"Fairfax city, Virginia",495.0,203.0,95.0,05000US51600,51,600,S,Renter,50.1-80% AMI,All,All
"Fairfax city, Virginia",235.0,141.0,96.0,05000US51600,51,600,S,Renter,50.1-80% AMI,No cost burden,All
"Fairfax city, Virginia",0.0,161.0,97.0,05000US51600,51,600,D,Renter,50.1-80% AMI,No cost burden,substandard
"Fairfax city, Virginia",235.0,141.0,98.0,05000US51600,51,600,D,Renter,50.1-80% AMI,No cost burden,standard
"Fairfax city, Virginia",240.0,144.0,99.0,05000US51600,51,600,S,Renter,50.1-80% AMI,Moderate cost burden,All
"Fairfax city, Virginia",25.0,42.0,100.0,05000US51600,51,600,D,Renter,50.1-80% AMI,Moderate cost burden,substandard
"Fairfax city, Virginia",220.0,140.0,101.0,05000US51600,51,600,D,Renter,50.1-80% AMI,Moderate cost burden,standard
"Fairfax city, Virginia",20.0,35.0,102.0,05000US51600,51,600,S,Renter,50.1-80% AMI,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,103.0,05000US51600,51,600,D,Renter,50.1-80% AMI,Severe cost burden,substandard
"Fairfax city, Virginia",20.0,35.0,104.0,05000US51600,51,600,D,Renter,50.1-80% AMI,Severe cost burden,standard
"Fairfax city, Virginia",0.0,161.0,105.0,05000US51600,51,600,S,Renter,50.1-80% AMI,N/A,All
"Fairfax city, Virginia",0.0,161.0,106.0,05000US51600,51,600,D,Renter,50.1-80% AMI,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,107.0,05000US51600,51,600,D,Renter,50.1-80% AMI,N/A,standard
"Fairfax city, Virginia",235.0,144.0,108.0,05000US51600,51,600,S,Renter,80.1-95% AMI,All,All
"Fairfax city, Virginia",205.0,137.0,109.0,05000US51600,51,600,S,Renter,80.1-95% AMI,No cost burden,All
"Fairfax city, Virginia",0.0,161.0,110.0,05000US51600,51,600,D,Renter,80.1-95% AMI,No cost burden,substandard
"Fairfax city, Virginia",205.0,137.0,111.0,05000US51600,51,600,D,Renter,80.1-95% AMI,No cost burden,standard
"Fairfax city, Virginia",30.0,52.0,112.0,05000US51600,51,600,S,Renter,80.1-95% AMI,Moderate cost burden,All
"Fairfax city, Virginia",0.0,161.0,113.0,05000US51600,51,600,D,Renter,80.1-95% AMI,Moderate cost burden,substandard
"Fairfax city, Virginia",30.0,52.0,114.0,05000US51600,51,600,D,Renter,80.1-95% AMI,Moderate cost burden,standard
"Fairfax city, Virginia",0.0,161.0,115.0,05000US51600,51,600,S,Renter,80.1-95% AMI,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,116.0,05000US51600,51,600,D,Renter,80.1-95% AMI,Severe cost burden,substandard
"Fairfax city, Virginia",0.0,161.0,117.0,05000US51600,51,600,D,Renter,80.1-95% AMI,Severe cost burden,standard
"Fairfax city, Virginia",0.0,161.0,118.0,05000US51600,51,600,S,Renter,80.1-95% AMI,N/A,All
"Fairfax city, Virginia",0.0,161.0,119.0,05000US51600,51,600,D,Renter,80.1-95% AMI,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,120.0,05000US51600,51,600,D,Renter,80.1-95% AMI,N/A,standard
"Fairfax city, Virginia",745.0,234.0,121.0,05000US51600,51,600,S,Renter,95.1% AMI and above,All,All
"Fairfax city, Virginia",745.0,234.0,122.0,05000US51600,51,600,S,Renter,95.1% AMI and above,No cost burden,All
"Fairfax city, Virginia",0.0,161.0,123.0,05000US51600,51,600,D,Renter,95.1% AMI and above,No cost burden,substandard
"Fairfax city, Virginia",745.0,234.0,124.0,05000US51600,51,600,D,Renter,95.1% AMI and above,No cost burden,standard
"Fairfax city, Virginia",0.0,161.0,125.0,05000US51600,51,600,S,Renter,95.1% AMI and above,Moderate cost burden,All
"Fairfax city, Virginia",0.0,161.0,126.0,05000US51600,51,600,D,Renter,95.1% AMI and above,Moderate cost burden,substandard
"Fairfax city, Virginia",0.0,161.0,127.0,05000US51600,51,600,D,Renter,95.1% AMI and above,Moderate cost burden,standard
"Fairfax city, Virginia",0.0,161.0,128.0,05000US51600,51,600,S,Renter,95.1% AMI and above,Severe cost burden,All
"Fairfax city, Virginia",0.0,161.0,129.0,05000US51600,51,600,D,Renter,95.1% AMI and above,Severe cost burden,substandard
"Fairfax city, Virginia",0.0,161.0,130.0,05000US51600,51,600,D,Renter,95.1% AMI and above,Severe cost burden,standard
"Fairfax city, Virginia",0.0,161.0,131.0,05000US51600,51,600,S,Renter,95.1% AMI and above,N/A,All
"Fairfax city, Virginia",0.0,161.0,132.0,05000US51600,51,600,D,Renter,95.1% AMI and above,N/A,substandard
"Fairfax city, Virginia",0.0,161.0,133.0,05000US51600,51,600,D,Renter,95.1% AMI and above,N/A,standard
