name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Staunton city, Virginia",0.0,161.0,29.0,05000US51790,51,790,S,Owner,Moderate overcrowding,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,30.0,05000US51790,51,790,D,Owner,Moderate overcrowding,30.1-50% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,31.0,05000US51790,51,790,D,Owner,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,32.0,05000US51790,51,790,D,Owner,Moderate overcrowding,30.1-50% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,33.0,05000US51790,51,790,S,Owner,Moderate overcrowding,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,34.0,05000US51790,51,790,D,Owner,Moderate overcrowding,50.1-80% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,35.0,05000US51790,51,790,D,Owner,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,36.0,05000US51790,51,790,D,Owner,Moderate overcrowding,50.1-80% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,37.0,05000US51790,51,790,S,Owner,Moderate overcrowding,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,38.0,05000US51790,51,790,D,Owner,Moderate overcrowding,80.1-95% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,39.0,05000US51790,51,790,D,Owner,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,40.0,05000US51790,51,790,D,Owner,Moderate overcrowding,80.1-95% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,41.0,05000US51790,51,790,S,Owner,Moderate overcrowding,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,42.0,05000US51790,51,790,D,Owner,Moderate overcrowding,95.1% AMI and above,1 family household
"Staunton city, Virginia",0.0,161.0,43.0,05000US51790,51,790,D,Owner,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Staunton city, Virginia",0.0,161.0,44.0,05000US51790,51,790,D,Owner,Moderate overcrowding,95.1% AMI and above,Non-family household
"Staunton city, Virginia",0.0,161.0,45.0,05000US51790,51,790,S,Owner,Severe overcrowding,All,All
"Staunton city, Virginia",0.0,161.0,46.0,05000US51790,51,790,S,Owner,Severe overcrowding,30% AMI or less,All
"Staunton city, Virginia",0.0,161.0,47.0,05000US51790,51,790,D,Owner,Severe overcrowding,30% AMI or less,1 family household
"Staunton city, Virginia",0.0,161.0,48.0,05000US51790,51,790,D,Owner,Severe overcrowding,30% AMI or less,2+ families in household
"Staunton city, Virginia",0.0,161.0,49.0,05000US51790,51,790,D,Owner,Severe overcrowding,30% AMI or less,Non-family household
"Staunton city, Virginia",0.0,161.0,50.0,05000US51790,51,790,S,Owner,Severe overcrowding,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,51.0,05000US51790,51,790,D,Owner,Severe overcrowding,30.1-50% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,52.0,05000US51790,51,790,D,Owner,Severe overcrowding,30.1-50% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,53.0,05000US51790,51,790,D,Owner,Severe overcrowding,30.1-50% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,54.0,05000US51790,51,790,S,Owner,Severe overcrowding,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,55.0,05000US51790,51,790,D,Owner,Severe overcrowding,50.1-80% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,56.0,05000US51790,51,790,D,Owner,Severe overcrowding,50.1-80% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,57.0,05000US51790,51,790,D,Owner,Severe overcrowding,50.1-80% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,58.0,05000US51790,51,790,S,Owner,Severe overcrowding,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,59.0,05000US51790,51,790,D,Owner,Severe overcrowding,80.1-95% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,60.0,05000US51790,51,790,D,Owner,Severe overcrowding,80.1-95% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,61.0,05000US51790,51,790,D,Owner,Severe overcrowding,80.1-95% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,62.0,05000US51790,51,790,S,Owner,Severe overcrowding,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,63.0,05000US51790,51,790,D,Owner,Severe overcrowding,95.1% AMI and above,1 family household
"Staunton city, Virginia",0.0,161.0,64.0,05000US51790,51,790,D,Owner,Severe overcrowding,95.1% AMI and above,2+ families in household
"Staunton city, Virginia",0.0,161.0,65.0,05000US51790,51,790,D,Owner,Severe overcrowding,95.1% AMI and above,Non-family household
"Staunton city, Virginia",3930.0,422.0,66.0,05000US51790,51,790,S,Renter,All,All,All
"Staunton city, Virginia",3850.0,426.0,67.0,05000US51790,51,790,S,Renter,No overcrowding,All,All
"Staunton city, Virginia",990.0,297.0,68.0,05000US51790,51,790,S,Renter,No overcrowding,30% AMI or less,All
"Staunton city, Virginia",265.0,158.0,69.0,05000US51790,51,790,D,Renter,No overcrowding,30% AMI or less,1 family household
"Staunton city, Virginia",0.0,161.0,70.0,05000US51790,51,790,D,Renter,No overcrowding,30% AMI or less,2+ families in household
"Staunton city, Virginia",725.0,245.0,71.0,05000US51790,51,790,D,Renter,No overcrowding,30% AMI or less,Non-family household
"Staunton city, Virginia",795.0,232.0,72.0,05000US51790,51,790,S,Renter,No overcrowding,30.1-50% AMI,All
"Staunton city, Virginia",250.0,143.0,73.0,05000US51790,51,790,D,Renter,No overcrowding,30.1-50% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,74.0,05000US51790,51,790,D,Renter,No overcrowding,30.1-50% AMI,2+ families in household
"Staunton city, Virginia",545.0,196.0,75.0,05000US51790,51,790,D,Renter,No overcrowding,30.1-50% AMI,Non-family household
"Staunton city, Virginia",890.0,327.0,76.0,05000US51790,51,790,S,Renter,No overcrowding,50.1-80% AMI,All
"Staunton city, Virginia",510.0,256.0,77.0,05000US51790,51,790,D,Renter,No overcrowding,50.1-80% AMI,1 family household
"Staunton city, Virginia",25.0,43.0,78.0,05000US51790,51,790,D,Renter,No overcrowding,50.1-80% AMI,2+ families in household
"Staunton city, Virginia",355.0,177.0,79.0,05000US51790,51,790,D,Renter,No overcrowding,50.1-80% AMI,Non-family household
"Staunton city, Virginia",415.0,167.0,80.0,05000US51790,51,790,S,Renter,No overcrowding,80.1-95% AMI,All
"Staunton city, Virginia",270.0,133.0,81.0,05000US51790,51,790,D,Renter,No overcrowding,80.1-95% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,82.0,05000US51790,51,790,D,Renter,No overcrowding,80.1-95% AMI,2+ families in household
"Staunton city, Virginia",145.0,115.0,83.0,05000US51790,51,790,D,Renter,No overcrowding,80.1-95% AMI,Non-family household
"Staunton city, Virginia",760.0,255.0,84.0,05000US51790,51,790,S,Renter,No overcrowding,95.1% AMI and above,All
"Staunton city, Virginia",340.0,162.0,85.0,05000US51790,51,790,D,Renter,No overcrowding,95.1% AMI and above,1 family household
"Staunton city, Virginia",0.0,161.0,86.0,05000US51790,51,790,D,Renter,No overcrowding,95.1% AMI and above,2+ families in household
"Staunton city, Virginia",420.0,198.0,87.0,05000US51790,51,790,D,Renter,No overcrowding,95.1% AMI and above,Non-family household
"Staunton city, Virginia",30.0,40.0,88.0,05000US51790,51,790,S,Renter,Moderate overcrowding,All,All
"Staunton city, Virginia",0.0,161.0,89.0,05000US51790,51,790,S,Renter,Moderate overcrowding,30% AMI or less,All
"Staunton city, Virginia",0.0,161.0,90.0,05000US51790,51,790,D,Renter,Moderate overcrowding,30% AMI or less,1 family household
"Staunton city, Virginia",0.0,161.0,91.0,05000US51790,51,790,D,Renter,Moderate overcrowding,30% AMI or less,2+ families in household
"Staunton city, Virginia",0.0,161.0,92.0,05000US51790,51,790,D,Renter,Moderate overcrowding,30% AMI or less,Non-family household
"Staunton city, Virginia",15.0,25.0,93.0,05000US51790,51,790,S,Renter,Moderate overcrowding,30.1-50% AMI,All
"Staunton city, Virginia",15.0,25.0,94.0,05000US51790,51,790,D,Renter,Moderate overcrowding,30.1-50% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,95.0,05000US51790,51,790,D,Renter,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,96.0,05000US51790,51,790,D,Renter,Moderate overcrowding,30.1-50% AMI,Non-family household
"Staunton city, Virginia",20.0,35.0,97.0,05000US51790,51,790,S,Renter,Moderate overcrowding,50.1-80% AMI,All
"Staunton city, Virginia",20.0,35.0,98.0,05000US51790,51,790,D,Renter,Moderate overcrowding,50.1-80% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,99.0,05000US51790,51,790,D,Renter,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,100.0,05000US51790,51,790,D,Renter,Moderate overcrowding,50.1-80% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,101.0,05000US51790,51,790,S,Renter,Moderate overcrowding,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,102.0,05000US51790,51,790,D,Renter,Moderate overcrowding,80.1-95% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,103.0,05000US51790,51,790,D,Renter,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,104.0,05000US51790,51,790,D,Renter,Moderate overcrowding,80.1-95% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,105.0,05000US51790,51,790,S,Renter,Moderate overcrowding,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,106.0,05000US51790,51,790,D,Renter,Moderate overcrowding,95.1% AMI and above,1 family household
"Staunton city, Virginia",0.0,161.0,107.0,05000US51790,51,790,D,Renter,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Staunton city, Virginia",0.0,161.0,108.0,05000US51790,51,790,D,Renter,Moderate overcrowding,95.1% AMI and above,Non-family household
"Staunton city, Virginia",50.0,74.0,109.0,05000US51790,51,790,S,Renter,Severe overcrowding,All,All
"Staunton city, Virginia",0.0,161.0,110.0,05000US51790,51,790,S,Renter,Severe overcrowding,30% AMI or less,All
"Staunton city, Virginia",0.0,161.0,111.0,05000US51790,51,790,D,Renter,Severe overcrowding,30% AMI or less,1 family household
"Staunton city, Virginia",0.0,161.0,112.0,05000US51790,51,790,D,Renter,Severe overcrowding,30% AMI or less,2+ families in household
"Staunton city, Virginia",0.0,161.0,113.0,05000US51790,51,790,D,Renter,Severe overcrowding,30% AMI or less,Non-family household
"Staunton city, Virginia",50.0,74.0,114.0,05000US51790,51,790,S,Renter,Severe overcrowding,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,115.0,05000US51790,51,790,D,Renter,Severe overcrowding,30.1-50% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,116.0,05000US51790,51,790,D,Renter,Severe overcrowding,30.1-50% AMI,2+ families in household
"Staunton city, Virginia",50.0,74.0,117.0,05000US51790,51,790,D,Renter,Severe overcrowding,30.1-50% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,118.0,05000US51790,51,790,S,Renter,Severe overcrowding,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,119.0,05000US51790,51,790,D,Renter,Severe overcrowding,50.1-80% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,120.0,05000US51790,51,790,D,Renter,Severe overcrowding,50.1-80% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,121.0,05000US51790,51,790,D,Renter,Severe overcrowding,50.1-80% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,122.0,05000US51790,51,790,S,Renter,Severe overcrowding,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,123.0,05000US51790,51,790,D,Renter,Severe overcrowding,80.1-95% AMI,1 family household
"Staunton city, Virginia",0.0,161.0,124.0,05000US51790,51,790,D,Renter,Severe overcrowding,80.1-95% AMI,2+ families in household
"Staunton city, Virginia",0.0,161.0,125.0,05000US51790,51,790,D,Renter,Severe overcrowding,80.1-95% AMI,Non-family household
"Staunton city, Virginia",0.0,161.0,126.0,05000US51790,51,790,S,Renter,Severe overcrowding,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,127.0,05000US51790,51,790,D,Renter,Severe overcrowding,95.1% AMI and above,1 family household
"Staunton city, Virginia",0.0,161.0,128.0,05000US51790,51,790,D,Renter,Severe overcrowding,95.1% AMI and above,2+ families in household
"Staunton city, Virginia",0.0,161.0,129.0,05000US51790,51,790,D,Renter,Severe overcrowding,95.1% AMI and above,Non-family household
