name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Fairfax city, Virginia",160.0,91.0,36.0,05000US51600,51,600,D,Owner,no,50.1-80% AMI,Non-elderly
"Fairfax city, Virginia",270.0,124.0,37.0,05000US51600,51,600,S,Owner,no,80.1-95% AMI,All
"Fairfax city, Virginia",110.0,91.0,38.0,05000US51600,51,600,D,Owner,no,80.1-95% AMI,Elderly
"Fairfax city, Virginia",60.0,56.0,39.0,05000US51600,51,600,D,Owner,no,80.1-95% AMI,Extra-elderly
"Fairfax city, Virginia",100.0,78.0,40.0,05000US51600,51,600,D,Owner,no,80.1-95% AMI,Non-elderly
"Fairfax city, Virginia",3590.0,322.0,41.0,05000US51600,51,600,S,Owner,no,95.1% AMI and above,All
"Fairfax city, Virginia",720.0,201.0,42.0,05000US51600,51,600,D,Owner,no,95.1% AMI and above,Elderly
"Fairfax city, Virginia",490.0,112.0,43.0,05000US51600,51,600,D,Owner,no,95.1% AMI and above,Extra-elderly
"Fairfax city, Virginia",2380.0,299.0,44.0,05000US51600,51,600,D,Owner,no,95.1% AMI and above,Non-elderly
"Fairfax city, Virginia",20.0,26.0,45.0,05000US51600,51,600,S,Owner,N/A,All,All
"Fairfax city, Virginia",20.0,26.0,46.0,05000US51600,51,600,S,Owner,N/A,30% AMI or less,All
"Fairfax city, Virginia",0.0,161.0,47.0,05000US51600,51,600,D,Owner,N/A,30% AMI or less,Elderly
"Fairfax city, Virginia",0.0,161.0,48.0,05000US51600,51,600,D,Owner,N/A,30% AMI or less,Extra-elderly
"Fairfax city, Virginia",20.0,26.0,49.0,05000US51600,51,600,D,Owner,N/A,30% AMI or less,Non-elderly
"Fairfax city, Virginia",0.0,161.0,50.0,05000US51600,51,600,S,Owner,N/A,30.1-50% AMI,All
"Fairfax city, Virginia",0.0,161.0,51.0,05000US51600,51,600,D,Owner,N/A,30.1-50% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,52.0,05000US51600,51,600,D,Owner,N/A,30.1-50% AMI,Extra-elderly
"Fairfax city, Virginia",0.0,161.0,53.0,05000US51600,51,600,D,Owner,N/A,30.1-50% AMI,Non-elderly
"Fairfax city, Virginia",0.0,161.0,54.0,05000US51600,51,600,S,Owner,N/A,50.1-80% AMI,All
"Fairfax city, Virginia",0.0,161.0,55.0,05000US51600,51,600,D,Owner,N/A,50.1-80% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,56.0,05000US51600,51,600,D,Owner,N/A,50.1-80% AMI,Extra-elderly
"Fairfax city, Virginia",0.0,161.0,57.0,05000US51600,51,600,D,Owner,N/A,50.1-80% AMI,Non-elderly
"Fairfax city, Virginia",0.0,161.0,58.0,05000US51600,51,600,S,Owner,N/A,80.1-95% AMI,All
"Fairfax city, Virginia",0.0,161.0,59.0,05000US51600,51,600,D,Owner,N/A,80.1-95% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,60.0,05000US51600,51,600,D,Owner,N/A,80.1-95% AMI,Extra-elderly
"Fairfax city, Virginia",0.0,161.0,61.0,05000US51600,51,600,D,Owner,N/A,80.1-95% AMI,Non-elderly
"Fairfax city, Virginia",0.0,161.0,62.0,05000US51600,51,600,S,Owner,N/A,95.1% AMI and above,All
"Fairfax city, Virginia",0.0,161.0,63.0,05000US51600,51,600,D,Owner,N/A,95.1% AMI and above,Elderly
"Fairfax city, Virginia",0.0,161.0,64.0,05000US51600,51,600,D,Owner,N/A,95.1% AMI and above,Extra-elderly
"Fairfax city, Virginia",0.0,161.0,65.0,05000US51600,51,600,D,Owner,N/A,95.1% AMI and above,Non-elderly
"Fairfax city, Virginia",1945.0,241.0,66.0,05000US51600,51,600,S,Renter,All,All,All
"Fairfax city, Virginia",850.0,241.0,67.0,05000US51600,51,600,S,Renter,Yes,All,All
"Fairfax city, Virginia",240.0,120.0,68.0,05000US51600,51,600,S,Renter,Yes,30% AMI or less,All
"Fairfax city, Virginia",25.0,43.0,69.0,05000US51600,51,600,D,Renter,Yes,30% AMI or less,Elderly
"Fairfax city, Virginia",75.0,95.0,70.0,05000US51600,51,600,D,Renter,Yes,30% AMI or less,Extra-elderly
"Fairfax city, Virginia",140.0,75.0,71.0,05000US51600,51,600,D,Renter,Yes,30% AMI or less,Non-elderly
"Fairfax city, Virginia",185.0,104.0,72.0,05000US51600,51,600,S,Renter,Yes,30.1-50% AMI,All
"Fairfax city, Virginia",20.0,40.0,73.0,05000US51600,51,600,D,Renter,Yes,30.1-50% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,74.0,05000US51600,51,600,D,Renter,Yes,30.1-50% AMI,Extra-elderly
"Fairfax city, Virginia",165.0,96.0,75.0,05000US51600,51,600,D,Renter,Yes,30.1-50% AMI,Non-elderly
"Fairfax city, Virginia",310.0,162.0,76.0,05000US51600,51,600,S,Renter,Yes,50.1-80% AMI,All
"Fairfax city, Virginia",100.0,91.0,77.0,05000US51600,51,600,D,Renter,Yes,50.1-80% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,78.0,05000US51600,51,600,D,Renter,Yes,50.1-80% AMI,Extra-elderly
"Fairfax city, Virginia",210.0,141.0,79.0,05000US51600,51,600,D,Renter,Yes,50.1-80% AMI,Non-elderly
"Fairfax city, Virginia",30.0,52.0,80.0,05000US51600,51,600,S,Renter,Yes,80.1-95% AMI,All
"Fairfax city, Virginia",0.0,161.0,81.0,05000US51600,51,600,D,Renter,Yes,80.1-95% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,82.0,05000US51600,51,600,D,Renter,Yes,80.1-95% AMI,Extra-elderly
"Fairfax city, Virginia",30.0,52.0,83.0,05000US51600,51,600,D,Renter,Yes,80.1-95% AMI,Non-elderly
"Fairfax city, Virginia",85.0,84.0,84.0,05000US51600,51,600,S,Renter,Yes,95.1% AMI and above,All
"Fairfax city, Virginia",0.0,161.0,85.0,05000US51600,51,600,D,Renter,Yes,95.1% AMI and above,Elderly
"Fairfax city, Virginia",0.0,161.0,86.0,05000US51600,51,600,D,Renter,Yes,95.1% AMI and above,Extra-elderly
"Fairfax city, Virginia",85.0,84.0,87.0,05000US51600,51,600,D,Renter,Yes,95.1% AMI and above,Non-elderly
"Fairfax city, Virginia",1075.0,243.0,88.0,05000US51600,51,600,S,Renter,No,All,All
"Fairfax city, Virginia",4.0,18.0,89.0,05000US51600,51,600,S,Renter,No,30% AMI or less,All
"Fairfax city, Virginia",0.0,161.0,90.0,05000US51600,51,600,D,Renter,No,30% AMI or less,Elderly
"Fairfax city, Virginia",0.0,161.0,91.0,05000US51600,51,600,D,Renter,No,30% AMI or less,Extra-elderly
"Fairfax city, Virginia",4.0,18.0,92.0,05000US51600,51,600,D,Renter,No,30% AMI or less,Non-elderly
"Fairfax city, Virginia",25.0,36.0,93.0,05000US51600,51,600,S,Renter,No,30.1-50% AMI,All
"Fairfax city, Virginia",0.0,161.0,94.0,05000US51600,51,600,D,Renter,No,30.1-50% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,95.0,05000US51600,51,600,D,Renter,No,30.1-50% AMI,Extra-elderly
"Fairfax city, Virginia",25.0,36.0,96.0,05000US51600,51,600,D,Renter,No,30.1-50% AMI,Non-elderly
"Fairfax city, Virginia",180.0,125.0,97.0,05000US51600,51,600,S,Renter,No,50.1-80% AMI,All
"Fairfax city, Virginia",0.0,161.0,98.0,05000US51600,51,600,D,Renter,No,50.1-80% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,99.0,05000US51600,51,600,D,Renter,No,50.1-80% AMI,Extra-elderly
"Fairfax city, Virginia",180.0,125.0,100.0,05000US51600,51,600,D,Renter,No,50.1-80% AMI,Non-elderly
"Fairfax city, Virginia",205.0,137.0,101.0,05000US51600,51,600,S,Renter,No,80.1-95% AMI,All
"Fairfax city, Virginia",0.0,161.0,102.0,05000US51600,51,600,D,Renter,No,80.1-95% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,103.0,05000US51600,51,600,D,Renter,No,80.1-95% AMI,Extra-elderly
"Fairfax city, Virginia",205.0,137.0,104.0,05000US51600,51,600,D,Renter,No,80.1-95% AMI,Non-elderly
"Fairfax city, Virginia",660.0,206.0,105.0,05000US51600,51,600,S,Renter,No,95.1% AMI and above,All
"Fairfax city, Virginia",25.0,43.0,106.0,05000US51600,51,600,D,Renter,No,95.1% AMI and above,Elderly
"Fairfax city, Virginia",0.0,161.0,107.0,05000US51600,51,600,D,Renter,No,95.1% AMI and above,Extra-elderly
"Fairfax city, Virginia",635.0,201.0,108.0,05000US51600,51,600,D,Renter,No,95.1% AMI and above,Non-elderly
"Fairfax city, Virginia",15.0,29.0,109.0,05000US51600,51,600,S,Renter,N/A,All,All
"Fairfax city, Virginia",0.0,161.0,110.0,05000US51600,51,600,S,Renter,N/A,30% AMI or less,All
"Fairfax city, Virginia",0.0,161.0,111.0,05000US51600,51,600,D,Renter,N/A,30% AMI or less,Elderly
"Fairfax city, Virginia",0.0,161.0,112.0,05000US51600,51,600,D,Renter,N/A,30% AMI or less,Extra-elderly
"Fairfax city, Virginia",0.0,161.0,113.0,05000US51600,51,600,D,Renter,N/A,30% AMI or less,Non-elderly
"Fairfax city, Virginia",10.0,23.0,114.0,05000US51600,51,600,S,Renter,N/A,30.1-50% AMI,All
"Fairfax city, Virginia",0.0,161.0,115.0,05000US51600,51,600,D,Renter,N/A,30.1-50% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,116.0,05000US51600,51,600,D,Renter,N/A,30.1-50% AMI,Extra-elderly
"Fairfax city, Virginia",10.0,23.0,117.0,05000US51600,51,600,D,Renter,N/A,30.1-50% AMI,Non-elderly
"Fairfax city, Virginia",4.0,11.0,118.0,05000US51600,51,600,S,Renter,N/A,50.1-80% AMI,All
"Fairfax city, Virginia",0.0,161.0,119.0,05000US51600,51,600,D,Renter,N/A,50.1-80% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,120.0,05000US51600,51,600,D,Renter,N/A,50.1-80% AMI,Extra-elderly
"Fairfax city, Virginia",4.0,11.0,121.0,05000US51600,51,600,D,Renter,N/A,50.1-80% AMI,Non-elderly
"Fairfax city, Virginia",0.0,161.0,122.0,05000US51600,51,600,S,Renter,N/A,80.1-95% AMI,All
"Fairfax city, Virginia",0.0,161.0,123.0,05000US51600,51,600,D,Renter,N/A,80.1-95% AMI,Elderly
"Fairfax city, Virginia",0.0,161.0,124.0,05000US51600,51,600,D,Renter,N/A,80.1-95% AMI,Extra-elderly
"Fairfax city, Virginia",0.0,161.0,125.0,05000US51600,51,600,D,Renter,N/A,80.1-95% AMI,Non-elderly
"Fairfax city, Virginia",0.0,161.0,126.0,05000US51600,51,600,S,Renter,N/A,95.1% AMI and above,All
"Fairfax city, Virginia",0.0,161.0,127.0,05000US51600,51,600,D,Renter,N/A,95.1% AMI and above,Elderly
"Fairfax city, Virginia",0.0,161.0,128.0,05000US51600,51,600,D,Renter,N/A,95.1% AMI and above,Extra-elderly
"Fairfax city, Virginia",0.0,161.0,129.0,05000US51600,51,600,D,Renter,N/A,95.1% AMI and above,Non-elderly
